id,sales
0,12.177610270518642
1,14.235581536917957
2,14.728389038653434
3,15.193991091137462
4,16.39022929857702
5,17.85301050287326
6,18.727521014024592
7,11.963649793227964
8,14.020097533260962
9,14.538994914407606
10,15.03309888529316
11,16.254079466904205
12,17.745034970327143
13,18.655832910162893
14,11.943513661768556
15,14.027767630817353
16,14.578681072476218
17,15.106416449759077
18,16.367331026933552
19,17.90480029452601
20,18.861187225267805
21,12.10315708095575
22,14.240848367983826
23,14.827636425585103
24,15.392069580436523
25,16.704973347190396
26,18.303613719458962
27,19.31198187247698
28,12.420824087685526
29,14.633042531640545
30,15.257585890916783
31,15.85984157348323
32,17.233433064032006
33,18.903927291602116
34,19.96779713827538
35,12.869260854085203
36,15.172030203921139
37,15.834388241918447
38,16.473846079235262
39,17.91345609492943
40,19.662488720161843
41,20.782733205475154
42,13.417942821165134
43,15.822095503766306
44,16.520807103557814
45,17.195445382650096
46,18.703314074584284
47,20.53389667285167
48,21.70921126201054
49,14.035622856288192
50,16.547132155402362
51,17.27966829050847
52,17.986548498586615
53,19.56238546398492
54,21.47451157706662
55,22.702078831991365
56,14.693025667750947
57,17.31374659146691
58,18.07703455002419
59,18.812832867144376
60,20.454545472707196
61,22.446033914807426
62,23.72223069630165
63,15.365131886437123
64,18.093777830204996
65,18.884665745559968
66,19.6461160324572
67,21.35052378268626
68,23.417839563993745
69,24.738807165624852
70,16.03245327521075
71,18.865571146110966
72,19.681119742339128
73,20.465263864606808
74,22.228634984260463
75,24.367505547729206
76,25.729467795291225
77,16.681034091819342
78,19.6137785142079
79,20.451345811819944
80,21.255574741628678
81,23.07391766391428
82,25.279675635145978
83,26.679012069128518
84,17.30143144081124
85,20.328062425903155
86,21.185242986603146
87,22.007207714371194
88,23.876373825164226
89,26.144096717102137
90,17.95071408833046
91,20.430535694133127
92,19.981435304628487
93,21.981385404799454
94,24.02425261260451
95,24.97763282355638
96,25.59170923208977
97,17.68443094701491
98,20.175617724922695
99,19.77726006785248
100,21.8075510832847
101,23.889169733597154
102,24.893535547216267
103,25.56283180201264
104,17.704084142151626
105,20.242789265458292
106,19.88677591865085
107,21.975062282827295
108,24.12286050393015
109,25.18876137109304
110,25.918188448196748
111,17.99054327235682
112,20.608388594839667
113,20.284890534567705
114,22.4543874644815
115,24.691005287752287
116,25.825505284524223
117,26.616919242107567
118,18.513627320332223
119,21.236597087751928
120,20.934928904968576
121,23.203647086283745
122,25.546199198699263
123,26.752747724847183
124,27.60501423824264
125,19.23418237252585
126,22.08173459738351
127,21.790849971741547
128,24.17103228291357
129,26.63060152203147
130,27.909047037482896
131,28.81824000028901
132,20.106202060093086
133,23.090752198329053
134,22.79979516154628
135,25.297729216667015
136,27.8792781297333
137,29.226184553435324
138,30.186058817210473
139,21.079717272626024
140,24.206663075183055
141,23.905607054707552
142,26.521945403353755
143,29.22476749130476
144,30.63408428129461
145,31.636836553289555
146,22.10456571201132
147,25.37292577783238
148,25.053223721159394
149,27.783817338926973
150,30.602505560526776
151,32.06650429656407
152,33.10370360747298
153,23.134515527789805
154,26.538101652638403
155,26.19321077640888
156,29.030319788936808
157,31.956085499597698
158,33.46638079720703
159,34.52987991784755
160,24.130886901654904
161,27.659804293172087
162,27.285467183578486
163,30.2191305948834
164,33.24123688373306
165,34.7897049315972
166,35.872369431695326
167,25.064947374351853
168,28.70717995542809
169,28.301424413009745
170,31.320784368573655
171,34.427891257796965
172,36.00737746859822
173,37.10356538558895
174,25.9188376805357
175,29.66173404487988
176,29.2246465475272
177,32.31910993032567
178,35.50043058414905
179,37.10524357750024
180,16.574637048348187
181,19.52478270119187
182,19.426381731413827
183,20.586903178839037
184,21.763427714672805
185,24.04325527374986
186,24.30197545158117
187,16.302593751878383
188,19.246896512467302
189,19.189645914867477
190,20.37890226182569
191,21.588589627472665
192,23.899776270791893
193,24.206199720303214
194,16.270536272382472
195,19.248204415045528
196,19.22927964940963
197,20.460978518344227
198,21.71710417198841
199,24.086786854124068
200,24.44060682615985
201,16.461438015581216
202,19.506772005741055
203,19.521510648599033
204,20.806058214779636
205,22.118473521285125
206,24.56871115829118
207,24.967330929028204
208,16.84817405803728
209,19.989517722600137
210,20.03211342940766
211,21.376695958298942
212,22.751975018842273
213,25.299509163959506
214,25.738729389776147
215,17.39748019439375
216,20.656819198987886
217,20.720985614908738
218,22.129911180756988
219,23.57176899374678
220,26.228310904625207
221,26.703094281361707
222,18.073872890903978
223,21.467116017475792
224,21.54675034858931
225,23.022069453652307
226,24.53205602277024
227,27.305088987687807
228,27.810367152627904
229,18.843533948172567
230,22.381411864439816
231,22.471184291979313
232,24.013485498496912
233,25.591826254194572
234,28.485740823541846
235,29.017100357383864
236,19.67756421357948
237,23.366894937996612
238,23.4626172275525
239,25.071774957936785
240,26.71811302771178
241,29.735330938928282
242,30.28936533563131
243,20.553704075973855
244,24.398619318096912
245,24.497262090419238
246,26.172881876655506
247,27.886664430733916
248,31.02836563983719
249,31.60255390621372
250,21.455869710388534
251,25.458579363647615
252,25.557914249227164
253,27.2993093579751
254,29.079671889917883
255,32.34586374580273
256,32.93800416803611
257,22.371578843042826
258,26.532407703860976
259,26.63039535900453
260,28.43610476912987
261,30.281299229458327
262,33.67021635631034
263,34.27762606583773
264,23.288182448552327
265,27.604894474561526
266,27.699053029670647
267,29.566102240677488
268,31.472709442075967
269,34.97981373406519
270,14.4920797901744
