id,sales
0,12.172827793250754
1,14.936746193168638
2,15.549177563419114
3,16.5770549098501
4,17.68202017285789
5,20.238108919362887
6,20.734449798442853
7,12.319978548553593
8,15.011807983288477
9,15.620778558752434
10,16.392213993051282
11,17.833695862565353
12,20.00303006011322
13,20.734235962761602
14,12.322221780356347
15,15.01290004082622
16,15.624293050641716
17,16.384790102374197
18,17.838479214370373
19,19.994114859690267
20,20.733731661205116
21,12.321805863842519
22,15.012401362267237
23,15.623896962669194
24,16.38400537186177
25,17.838128645183264
26,19.993276962948205
27,20.73319191885048
28,12.321269793031949
29,15.011862248205638
30,15.623361489832195
31,16.38345607656378
32,17.837594769883015
33,19.992725798947713
34,20.732651332688135
35,12.32072933750526
36,15.01132168438756
37,15.622821055716686
38,16.38291515181274
39,17.837054392333222
40,19.992184807765558
41,20.73211071697121
42,12.320188726433877
43,15.010781069467214
44,15.622280445398662
45,16.382374524080923
46,17.836513784024415
47,19.991644177675667
48,20.731570100208454
49,12.319648109836049
50,15.010240452732798
51,15.6217398288276
52,16.38183390689175
53,17.835973167524667
54,19.99110356040279
55,20.731029483408633
56,12.319107493042084
57,15.009699835933985
58,15.62119921203458
59,16.38129329007679
60,17.83543255073418
61,19.990562943584862
62,20.730488866607494
63,12.31856687624115
64,15.00915921913288
65,15.620658595233683
66,16.380752673275115
67,17.83489193393337
68,19.99002232678308
69,20.72994824980631
70,12.318026259439973
71,15.008618602331698
72,15.620117978432505
73,16.38021205647391
74,17.834351317132196
75,19.98948170998187
76,20.72940763300512
77,12.317485642638784
78,15.008077985530507
79,15.619577361631316
80,16.379671439672716
81,17.833810700331007
82,19.98894109318068
83,20.72886701620393
84,12.316945025837596
85,15.007537368729318
86,15.619036744830128
87,16.37913082287153
88,17.83327008352982
89,19.988400476379493
90,16.20452783349268
91,18.504199491745585
92,18.444996986628308
93,20.914982569967655
94,23.982535823383223
95,24.614415545540144
96,26.190468568550912
97,15.940489281388025
98,19.259569591682087
99,18.43943502416766
100,20.959408461979898
101,23.1491376075878
102,25.029847801168835
103,26.145318632616572
104,15.755565707929549
105,18.73475910828693
106,18.379969700865608
107,20.94921666318093
108,23.603213871632015
109,25.04645512327615
110,26.010450901881583
111,15.708847632690148
112,18.77888604442043
113,18.36090058166752
114,20.936823603368513
115,23.514946952951803
116,25.055933397501104
117,25.98656699062866
118,15.67237289658375
119,18.717636007367222
120,18.336309166752923
121,20.91677047342904
122,23.530496019920562
123,25.035935077917028
124,25.955386861438726
125,15.647919906567283
126,18.701072161967655
127,18.314556190136024
128,20.895679554487486
129,23.5029233391227
130,25.016034403843165
131,25.933069320871127
132,15.624523346299577
